iteration,RMP_value
1,1470.0
2,1310.0
3,1190.0
4,1055.0
5,971.6666666666666
6,907.0
7,826.6666666666665
8,781.5625
9,738.0769230769232
10,702.5170068027211
11,672.7272727272726
12,642.6785714285714
13,631.4285714285716
14,615.4761904761906
15,593.7777777777778
16,570.4938271604941
17,566.25
18,554.1666666666666
19,547.9090909090908
20,541.6666666666667
21,540.0000000000001
22,540.0000000000001
23,537.7777777777779
24,533.7500000000001
25,531.1627906976744
26,530.8127208480565
27,529.1549295774648
28,527.126334519573
29,525.0
30,522.3529411764705
31,521.5503875968993
32,521.031746031746
33,520.4347826086956
34,519.6153846153845
35,518.3333333333334
36,517.1428571428571
37,516.5243902439023
38,516.1946902654867
39,515.5
40,514.2857142857141
41,514.054054054054
42,513.6666666666665
43,513.6666666666666
44,513.125
45,513.125
46,513.125
47,513.1249999999999
48,513.125
49,513.125
50,513.125
51,513.125
52,513.125
53,512.8571428571429
54,512.5
55,512.5
